layer,neuron,query,drop_mean,drop_zero,label
19,487,uncle kracker it's good to be me,1,0,entertainment
19,514,uncle kracker it's good to be me,1,0,entertainment
19,530,uncle kracker it's good to be me,1,1,entertainment
19,535,uncle kracker it's good to be me,1,1,entertainment
19,541,uncle kracker it's good to be me,0,1,entertainment
19,554,uncle kracker it's good to be me,1,1,entertainment
19,581,uncle kracker it's good to be me,1,1,entertainment
19,595,uncle kracker it's good to be me,0,1,entertainment
19,599,uncle kracker it's good to be me,1,0,entertainment
19,628,uncle kracker it's good to be me,1,1,entertainment
19,630,uncle kracker it's good to be me,1,1,entertainment
19,631,uncle kracker it's good to be me,1,1,entertainment
19,634,uncle kracker it's good to be me,0,1,entertainment
19,638,uncle kracker it's good to be me,1,1,entertainment
19,649,uncle kracker it's good to be me,1,1,entertainment
19,652,uncle kracker it's good to be me,1,1,entertainment
19,656,uncle kracker it's good to be me,1,0,entertainment
19,675,uncle kracker it's good to be me,1,1,entertainment
19,683,uncle kracker it's good to be me,1,1,entertainment
19,688,uncle kracker it's good to be me,0,1,entertainment
19,689,uncle kracker it's good to be me,1,0,entertainment
19,704,uncle kracker it's good to be me,0,1,entertainment
19,705,uncle kracker it's good to be me,1,0,entertainment
19,706,uncle kracker it's good to be me,1,1,entertainment
19,711,uncle kracker it's good to be me,1,1,entertainment
19,720,uncle kracker it's good to be me,0,1,entertainment
19,726,uncle kracker it's good to be me,1,0,entertainment
19,737,uncle kracker it's good to be me,1,0,entertainment
19,738,uncle kracker it's good to be me,1,1,entertainment
19,753,uncle kracker it's good to be me,1,0,entertainment
19,759,uncle kracker it's good to be me,1,0,entertainment
19,762,uncle kracker it's good to be me,0,1,entertainment
19,766,uncle kracker it's good to be me,0,1,entertainment
19,773,uncle kracker it's good to be me,0,1,entertainment
19,795,uncle kracker it's good to be me,1,1,entertainment
19,796,uncle kracker it's good to be me,1,1,entertainment
19,798,uncle kracker it's good to be me,0,1,entertainment
19,801,uncle kracker it's good to be me,0,1,entertainment
19,809,uncle kracker it's good to be me,0,1,entertainment
19,813,uncle kracker it's good to be me,1,1,entertainment
19,814,uncle kracker it's good to be me,0,1,entertainment
19,818,uncle kracker it's good to be me,1,1,entertainment
19,829,uncle kracker it's good to be me,1,1,entertainment
19,845,uncle kracker it's good to be me,1,0,entertainment
19,861,uncle kracker it's good to be me,1,1,entertainment
19,863,uncle kracker it's good to be me,1,1,entertainment
19,872,uncle kracker it's good to be me,0,1,entertainment
19,874,uncle kracker it's good to be me,1,0,entertainment
19,875,uncle kracker it's good to be me,1,1,entertainment
19,902,uncle kracker it's good to be me,0,1,entertainment
19,909,uncle kracker it's good to be me,1,1,entertainment
19,912,uncle kracker it's good to be me,1,1,entertainment
19,924,uncle kracker it's good to be me,0,1,entertainment
19,935,uncle kracker it's good to be me,1,0,entertainment
19,939,uncle kracker it's good to be me,1,1,entertainment
19,950,uncle kracker it's good to be me,1,0,entertainment
19,965,uncle kracker it's good to be me,1,1,entertainment
19,979,uncle kracker it's good to be me,0,1,entertainment
19,983,uncle kracker it's good to be me,1,1,entertainment
19,1000,uncle kracker it's good to be me,1,1,entertainment
19,1016,uncle kracker it's good to be me,1,1,entertainment
19,1020,uncle kracker it's good to be me,1,1,entertainment
19,83,who plays candace on the haves and have nots,1,1,entertainment
19,230,who plays candace on the haves and have nots,1,1,entertainment
19,238,who plays candace on the haves and have nots,1,1,entertainment
19,325,who plays candace on the haves and have nots,1,1,entertainment
19,408,who plays candace on the haves and have nots,1,1,entertainment
19,437,who plays candace on the haves and have nots,0,1,entertainment
19,446,who plays candace on the haves and have nots,0,1,entertainment
19,457,who plays candace on the haves and have nots,1,1,entertainment
19,509,who plays candace on the haves and have nots,0,1,entertainment
19,565,who plays candace on the haves and have nots,1,0,entertainment
19,575,who plays candace on the haves and have nots,0,1,entertainment
19,691,who plays candace on the haves and have nots,1,1,entertainment
19,705,who plays candace on the haves and have nots,0,1,entertainment
19,819,who plays candace on the haves and have nots,1,0,entertainment
19,858,who plays candace on the haves and have nots,0,1,entertainment
19,892,who plays candace on the haves and have nots,0,1,entertainment
19,1009,who plays candace on the haves and have nots,1,1,entertainment
19,1017,who plays candace on the haves and have nots,1,0,entertainment
19,126,where does cleavage of the peptide bond by chymotrypsin occur,1,0,science
19,240,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
19,308,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
19,316,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
19,586,where does cleavage of the peptide bond by chymotrypsin occur,0,1,science
19,631,where does cleavage of the peptide bond by chymotrypsin occur,1,1,science
19,138,how many seasons of goliath are there on amazon,1,1,entertainment
19,254,how many seasons of goliath are there on amazon,1,1,entertainment
19,361,how many seasons of goliath are there on amazon,1,1,entertainment
19,529,how many seasons of goliath are there on amazon,0,1,entertainment
19,849,how many seasons of goliath are there on amazon,0,1,entertainment
19,887,how many seasons of goliath are there on amazon,0,1,entertainment
19,36,what factors contributed to allied success in africa and italy during the second world war,0,1,science
