layer,neuron,query,drop_mean,drop_zero,label
18,388,where does kfc get their chicken in south africa,1,1,animals
18,390,where does kfc get their chicken in south africa,1,1,animals
18,400,where does kfc get their chicken in south africa,1,1,animals
18,403,where does kfc get their chicken in south africa,1,1,animals
18,405,where does kfc get their chicken in south africa,1,1,animals
18,406,where does kfc get their chicken in south africa,1,1,animals
18,408,where does kfc get their chicken in south africa,0,1,animals
18,413,where does kfc get their chicken in south africa,0,1,animals
18,416,where does kfc get their chicken in south africa,1,1,animals
18,430,where does kfc get their chicken in south africa,1,1,animals
18,442,where does kfc get their chicken in south africa,1,1,animals
18,467,where does kfc get their chicken in south africa,1,0,animals
18,476,where does kfc get their chicken in south africa,0,1,animals
18,477,where does kfc get their chicken in south africa,0,1,animals
18,480,where does kfc get their chicken in south africa,1,1,animals
18,489,where does kfc get their chicken in south africa,0,1,animals
18,493,where does kfc get their chicken in south africa,1,1,animals
18,499,where does kfc get their chicken in south africa,1,1,animals
18,502,where does kfc get their chicken in south africa,1,1,animals
18,508,where does kfc get their chicken in south africa,1,1,animals
18,514,where does kfc get their chicken in south africa,1,0,animals
18,516,where does kfc get their chicken in south africa,1,1,animals
18,517,where does kfc get their chicken in south africa,1,1,animals
18,521,where does kfc get their chicken in south africa,1,1,animals
18,529,where does kfc get their chicken in south africa,0,1,animals
18,545,where does kfc get their chicken in south africa,1,0,animals
18,560,where does kfc get their chicken in south africa,1,1,animals
18,562,where does kfc get their chicken in south africa,0,1,animals
18,566,where does kfc get their chicken in south africa,1,1,animals
18,574,where does kfc get their chicken in south africa,1,0,animals
18,576,where does kfc get their chicken in south africa,1,1,animals
18,580,where does kfc get their chicken in south africa,1,1,animals
18,584,where does kfc get their chicken in south africa,1,1,animals
18,597,where does kfc get their chicken in south africa,1,1,animals
18,604,where does kfc get their chicken in south africa,1,1,animals
18,614,where does kfc get their chicken in south africa,1,1,animals
18,622,where does kfc get their chicken in south africa,1,1,animals
18,626,where does kfc get their chicken in south africa,1,1,animals
18,641,where does kfc get their chicken in south africa,1,0,animals
18,658,where does kfc get their chicken in south africa,1,1,animals
18,661,where does kfc get their chicken in south africa,1,1,animals
18,662,where does kfc get their chicken in south africa,1,0,animals
18,667,where does kfc get their chicken in south africa,0,1,animals
18,671,where does kfc get their chicken in south africa,1,0,animals
18,681,where does kfc get their chicken in south africa,0,1,animals
18,682,where does kfc get their chicken in south africa,0,1,animals
18,687,where does kfc get their chicken in south africa,1,1,animals
18,688,where does kfc get their chicken in south africa,1,0,animals
18,691,where does kfc get their chicken in south africa,1,1,animals
18,714,where does kfc get their chicken in south africa,1,1,animals
18,724,where does kfc get their chicken in south africa,1,1,animals
18,725,where does kfc get their chicken in south africa,1,1,animals
18,732,where does kfc get their chicken in south africa,1,1,animals
18,733,where does kfc get their chicken in south africa,0,1,animals
18,739,where does kfc get their chicken in south africa,1,1,animals
18,742,where does kfc get their chicken in south africa,0,1,animals
18,743,where does kfc get their chicken in south africa,0,1,animals
18,747,where does kfc get their chicken in south africa,1,1,animals
18,749,where does kfc get their chicken in south africa,1,1,animals
18,757,where does kfc get their chicken in south africa,0,1,animals
18,770,where does kfc get their chicken in south africa,1,1,animals
18,771,where does kfc get their chicken in south africa,1,0,animals
18,772,where does kfc get their chicken in south africa,1,1,animals
18,776,where does kfc get their chicken in south africa,0,1,animals
18,777,where does kfc get their chicken in south africa,1,1,animals
18,783,where does kfc get their chicken in south africa,1,1,animals
18,786,where does kfc get their chicken in south africa,1,1,animals
18,790,where does kfc get their chicken in south africa,1,1,animals
18,795,where does kfc get their chicken in south africa,0,1,animals
18,796,where does kfc get their chicken in south africa,0,1,animals
18,802,where does kfc get their chicken in south africa,1,1,animals
18,803,where does kfc get their chicken in south africa,1,1,animals
18,807,where does kfc get their chicken in south africa,0,1,animals
18,808,where does kfc get their chicken in south africa,1,1,animals
18,813,where does kfc get their chicken in south africa,1,1,animals
18,818,where does kfc get their chicken in south africa,1,0,animals
18,842,where does kfc get their chicken in south africa,1,0,animals
18,844,where does kfc get their chicken in south africa,1,0,animals
18,852,where does kfc get their chicken in south africa,1,1,animals
18,866,where does kfc get their chicken in south africa,0,1,animals
18,871,where does kfc get their chicken in south africa,1,1,animals
18,878,where does kfc get their chicken in south africa,0,1,animals
18,887,where does kfc get their chicken in south africa,0,1,animals
18,888,where does kfc get their chicken in south africa,1,1,animals
18,892,where does kfc get their chicken in south africa,1,1,animals
18,894,where does kfc get their chicken in south africa,1,1,animals
18,905,where does kfc get their chicken in south africa,1,1,animals
18,906,where does kfc get their chicken in south africa,1,1,animals
18,921,where does kfc get their chicken in south africa,1,0,animals
18,941,where does kfc get their chicken in south africa,1,1,animals
18,945,where does kfc get their chicken in south africa,1,0,animals
18,948,where does kfc get their chicken in south africa,0,1,animals
18,949,where does kfc get their chicken in south africa,1,1,animals
18,975,where does kfc get their chicken in south africa,1,1,animals
18,982,where does kfc get their chicken in south africa,1,1,animals
18,988,where does kfc get their chicken in south africa,1,1,animals
18,990,where does kfc get their chicken in south africa,0,1,animals
18,994,where does kfc get their chicken in south africa,1,1,animals
18,995,where does kfc get their chicken in south africa,1,1,animals
18,1002,where does kfc get their chicken in south africa,1,0,animals
18,1007,where does kfc get their chicken in south africa,0,1,animals
18,1010,where does kfc get their chicken in south africa,1,1,animals
18,1012,where does kfc get their chicken in south africa,0,1,animals
18,1023,where does kfc get their chicken in south africa,1,1,animals
18,823,what factors helped the european economy to expand in the high middle ages,0,1,history
18,905,what factors helped the european economy to expand in the high middle ages,1,1,history
18,19,uncle kracker it's good to be me,0,1,music
18,26,uncle kracker it's good to be me,0,1,music
18,33,uncle kracker it's good to be me,1,1,music
18,45,uncle kracker it's good to be me,1,1,music
18,49,uncle kracker it's good to be me,1,1,music
18,53,uncle kracker it's good to be me,0,1,music
18,74,uncle kracker it's good to be me,1,1,music
18,78,uncle kracker it's good to be me,1,1,music
18,90,uncle kracker it's good to be me,0,1,music
18,110,uncle kracker it's good to be me,1,1,music
18,115,uncle kracker it's good to be me,1,1,music
18,124,uncle kracker it's good to be me,1,1,music
18,125,uncle kracker it's good to be me,1,1,music
18,130,uncle kracker it's good to be me,0,1,music
18,162,uncle kracker it's good to be me,0,1,music
18,164,uncle kracker it's good to be me,0,1,music
18,180,uncle kracker it's good to be me,1,0,music
18,184,uncle kracker it's good to be me,1,0,music
18,200,uncle kracker it's good to be me,1,1,music
18,208,uncle kracker it's good to be me,1,1,music
18,211,uncle kracker it's good to be me,1,0,music
18,219,uncle kracker it's good to be me,1,0,music
18,223,uncle kracker it's good to be me,1,1,music
18,237,uncle kracker it's good to be me,1,0,music
18,238,uncle kracker it's good to be me,1,1,music
18,246,uncle kracker it's good to be me,1,1,music
18,248,uncle kracker it's good to be me,1,0,music
18,258,uncle kracker it's good to be me,0,1,music
18,266,uncle kracker it's good to be me,1,1,music
18,290,uncle kracker it's good to be me,0,1,music
18,318,uncle kracker it's good to be me,0,1,music
18,319,uncle kracker it's good to be me,1,0,music
18,335,uncle kracker it's good to be me,1,1,music
18,339,uncle kracker it's good to be me,1,1,music
18,345,uncle kracker it's good to be me,1,1,music
18,375,uncle kracker it's good to be me,0,1,music
18,382,uncle kracker it's good to be me,0,1,music
18,390,uncle kracker it's good to be me,0,1,music
18,395,uncle kracker it's good to be me,1,1,music
18,398,uncle kracker it's good to be me,1,1,music
18,400,uncle kracker it's good to be me,1,1,music
18,401,uncle kracker it's good to be me,1,1,music
18,422,uncle kracker it's good to be me,1,0,music
18,431,uncle kracker it's good to be me,1,0,music
18,438,uncle kracker it's good to be me,0,1,music
18,440,uncle kracker it's good to be me,1,1,music
18,462,uncle kracker it's good to be me,1,1,music
18,466,uncle kracker it's good to be me,0,1,music
18,484,uncle kracker it's good to be me,1,0,music
18,489,uncle kracker it's good to be me,1,0,music
18,514,uncle kracker it's good to be me,1,0,music
18,528,uncle kracker it's good to be me,1,1,music
18,536,uncle kracker it's good to be me,0,1,music
18,593,uncle kracker it's good to be me,1,1,music
18,618,uncle kracker it's good to be me,1,1,music
18,630,uncle kracker it's good to be me,1,1,music
18,631,uncle kracker it's good to be me,1,1,music
18,649,uncle kracker it's good to be me,0,1,music
18,671,uncle kracker it's good to be me,0,1,music
18,686,uncle kracker it's good to be me,1,0,music
18,692,uncle kracker it's good to be me,0,1,music
18,705,uncle kracker it's good to be me,1,1,music
18,725,uncle kracker it's good to be me,1,0,music
18,727,uncle kracker it's good to be me,1,1,music
18,738,uncle kracker it's good to be me,0,1,music
18,740,uncle kracker it's good to be me,1,1,music
18,744,uncle kracker it's good to be me,1,0,music
18,762,uncle kracker it's good to be me,1,1,music
18,763,uncle kracker it's good to be me,1,1,music
18,776,uncle kracker it's good to be me,1,0,music
18,781,uncle kracker it's good to be me,0,1,music
18,818,uncle kracker it's good to be me,0,1,music
18,861,uncle kracker it's good to be me,1,1,music
18,863,uncle kracker it's good to be me,1,1,music
18,865,uncle kracker it's good to be me,1,1,music
18,882,uncle kracker it's good to be me,1,1,music
18,897,uncle kracker it's good to be me,0,1,music
18,909,uncle kracker it's good to be me,0,1,music
18,912,uncle kracker it's good to be me,1,1,music
18,956,uncle kracker it's good to be me,1,1,music
18,958,uncle kracker it's good to be me,1,1,music
18,973,uncle kracker it's good to be me,1,0,music
18,983,uncle kracker it's good to be me,1,1,music
18,984,uncle kracker it's good to be me,1,0,music
18,988,uncle kracker it's good to be me,1,1,music
18,1005,uncle kracker it's good to be me,1,0,music
18,1020,uncle kracker it's good to be me,1,1,music
18,47,who plays candace on the haves and have nots,1,1,music
18,238,who plays candace on the haves and have nots,0,1,music
18,312,who plays candace on the haves and have nots,1,0,music
18,565,who plays candace on the haves and have nots,1,0,music
18,858,who plays candace on the haves and have nots,1,0,music
18,892,who plays candace on the haves and have nots,1,1,music
18,904,who plays candace on the haves and have nots,1,1,music
18,944,who plays candace on the haves and have nots,1,0,music
18,1023,who plays candace on the haves and have nots,1,1,music
18,243,where does cleavage of the peptide bond by chymotrypsin occur,1,1,chemistry
18,395,where does cleavage of the peptide bond by chymotrypsin occur,0,1,chemistry
18,761,where does cleavage of the peptide bond by chymotrypsin occur,1,1,chemistry
18,775,where does cleavage of the peptide bond by chymotrypsin occur,1,1,chemistry
18,880,where does cleavage of the peptide bond by chymotrypsin occur,1,1,chemistry
18,143,how many seasons of goliath are there on amazon,0,1,film_tv
18,446,how many seasons of goliath are there on amazon,1,1,film_tv
18,529,how many seasons of goliath are there on amazon,0,1,film_tv
18,200,what factors contributed to allied success in africa and italy during the second world war,1,1,history
18,708,what factors contributed to allied success in africa and italy during the second world war,0,1,history
18,712,what factors contributed to allied success in africa and italy during the second world war,1,1,history
18,30,converting stereo signal to mono signal is called,0,1,technology
18,62,converting stereo signal to mono signal is called,0,1,technology
18,309,converting stereo signal to mono signal is called,0,1,technology
18,446,converting stereo signal to mono signal is called,1,1,technology
18,879,converting stereo signal to mono signal is called,1,1,technology
18,883,converting stereo signal to mono signal is called,1,1,technology
18,165,coldplay song i will try to fix you,1,1,music
18,663,coldplay song i will try to fix you,0,1,music
18,797,coldplay song i will try to fix you,1,1,music
18,864,coldplay song i will try to fix you,0,1,music
18,928,coldplay song i will try to fix you,0,1,music
18,740,when did chicano studies become major studies programs on college campuses,1,1,education
18,9,when does isle of dogs come out in us,1,0,animals
18,369,when does isle of dogs come out in us,0,1,animals
18,605,when does isle of dogs come out in us,1,1,animals
18,639,when does isle of dogs come out in us,1,1,animals
18,733,when does isle of dogs come out in us,0,1,animals
18,2,who has the power (judicial) to make decisions in courts of law,1,1,law
18,6,who has the power (judicial) to make decisions in courts of law,1,1,law
18,13,who has the power (judicial) to make decisions in courts of law,1,1,law
18,16,who has the power (judicial) to make decisions in courts of law,1,1,law
18,21,who has the power (judicial) to make decisions in courts of law,1,1,law
18,22,who has the power (judicial) to make decisions in courts of law,0,1,law
18,23,who has the power (judicial) to make decisions in courts of law,0,1,law
18,28,who has the power (judicial) to make decisions in courts of law,1,1,law
18,30,who has the power (judicial) to make decisions in courts of law,1,1,law
18,41,who has the power (judicial) to make decisions in courts of law,0,1,law
18,54,who has the power (judicial) to make decisions in courts of law,1,1,law
18,57,who has the power (judicial) to make decisions in courts of law,1,1,law
18,63,who has the power (judicial) to make decisions in courts of law,1,1,law
18,64,who has the power (judicial) to make decisions in courts of law,1,1,law
18,66,who has the power (judicial) to make decisions in courts of law,1,1,law
18,68,who has the power (judicial) to make decisions in courts of law,1,1,law
18,69,who has the power (judicial) to make decisions in courts of law,1,1,law
18,72,who has the power (judicial) to make decisions in courts of law,1,1,law
18,74,who has the power (judicial) to make decisions in courts of law,1,1,law
18,76,who has the power (judicial) to make decisions in courts of law,0,1,law
18,79,who has the power (judicial) to make decisions in courts of law,0,1,law
18,81,who has the power (judicial) to make decisions in courts of law,1,1,law
18,84,who has the power (judicial) to make decisions in courts of law,1,1,law
18,85,who has the power (judicial) to make decisions in courts of law,1,0,law
18,90,who has the power (judicial) to make decisions in courts of law,0,1,law
18,99,who has the power (judicial) to make decisions in courts of law,1,0,law
18,103,who has the power (judicial) to make decisions in courts of law,0,1,law
18,108,who has the power (judicial) to make decisions in courts of law,1,1,law
18,112,who has the power (judicial) to make decisions in courts of law,1,1,law
18,119,who has the power (judicial) to make decisions in courts of law,1,1,law
18,124,who has the power (judicial) to make decisions in courts of law,1,1,law
18,131,who has the power (judicial) to make decisions in courts of law,1,1,law
18,132,who has the power (judicial) to make decisions in courts of law,1,1,law
18,147,who has the power (judicial) to make decisions in courts of law,0,1,law
18,150,who has the power (judicial) to make decisions in courts of law,1,0,law
18,161,who has the power (judicial) to make decisions in courts of law,1,1,law
18,171,who has the power (judicial) to make decisions in courts of law,0,1,law
18,176,who has the power (judicial) to make decisions in courts of law,1,1,law
18,184,who has the power (judicial) to make decisions in courts of law,0,1,law
18,206,who has the power (judicial) to make decisions in courts of law,0,1,law
18,213,who has the power (judicial) to make decisions in courts of law,1,0,law
18,214,who has the power (judicial) to make decisions in courts of law,1,1,law
18,221,who has the power (judicial) to make decisions in courts of law,1,1,law
18,224,who has the power (judicial) to make decisions in courts of law,1,1,law
18,231,who has the power (judicial) to make decisions in courts of law,1,1,law
18,232,who has the power (judicial) to make decisions in courts of law,1,1,law
18,238,who has the power (judicial) to make decisions in courts of law,0,1,law
18,242,who has the power (judicial) to make decisions in courts of law,1,1,law
18,253,who has the power (judicial) to make decisions in courts of law,1,1,law
18,257,who has the power (judicial) to make decisions in courts of law,0,1,law
18,259,who has the power (judicial) to make decisions in courts of law,0,1,law
18,260,who has the power (judicial) to make decisions in courts of law,0,1,law
18,270,who has the power (judicial) to make decisions in courts of law,1,1,law
18,276,who has the power (judicial) to make decisions in courts of law,1,1,law
18,279,who has the power (judicial) to make decisions in courts of law,0,1,law
18,285,who has the power (judicial) to make decisions in courts of law,1,1,law
18,296,who has the power (judicial) to make decisions in courts of law,1,1,law
18,297,who has the power (judicial) to make decisions in courts of law,1,1,law
18,307,who has the power (judicial) to make decisions in courts of law,1,1,law
18,310,who has the power (judicial) to make decisions in courts of law,1,1,law
18,315,who has the power (judicial) to make decisions in courts of law,1,1,law
18,323,who has the power (judicial) to make decisions in courts of law,1,1,law
18,335,who has the power (judicial) to make decisions in courts of law,1,1,law
18,339,who has the power (judicial) to make decisions in courts of law,0,1,law
18,347,who has the power (judicial) to make decisions in courts of law,1,0,law
18,365,who has the power (judicial) to make decisions in courts of law,1,0,law
18,375,who has the power (judicial) to make decisions in courts of law,0,1,law
18,376,who has the power (judicial) to make decisions in courts of law,0,1,law
18,381,who has the power (judicial) to make decisions in courts of law,1,1,law
18,391,who has the power (judicial) to make decisions in courts of law,1,1,law
18,409,who has the power (judicial) to make decisions in courts of law,1,1,law
18,410,who has the power (judicial) to make decisions in courts of law,1,1,law
18,417,who has the power (judicial) to make decisions in courts of law,1,1,law
18,419,who has the power (judicial) to make decisions in courts of law,0,1,law
18,421,who has the power (judicial) to make decisions in courts of law,1,1,law
18,430,who has the power (judicial) to make decisions in courts of law,1,1,law
18,431,who has the power (judicial) to make decisions in courts of law,1,1,law
18,458,who has the power (judicial) to make decisions in courts of law,0,1,law
18,460,who has the power (judicial) to make decisions in courts of law,1,0,law
18,473,who has the power (judicial) to make decisions in courts of law,1,0,law
18,481,who has the power (judicial) to make decisions in courts of law,0,1,law
18,483,who has the power (judicial) to make decisions in courts of law,1,1,law
18,490,who has the power (judicial) to make decisions in courts of law,0,1,law
18,493,who has the power (judicial) to make decisions in courts of law,1,1,law
18,495,who has the power (judicial) to make decisions in courts of law,0,1,law
18,499,who has the power (judicial) to make decisions in courts of law,0,1,law
18,509,who has the power (judicial) to make decisions in courts of law,1,0,law
18,511,who has the power (judicial) to make decisions in courts of law,1,1,law
18,517,who has the power (judicial) to make decisions in courts of law,1,1,law
18,527,who has the power (judicial) to make decisions in courts of law,1,1,law
18,536,who has the power (judicial) to make decisions in courts of law,1,1,law
18,559,who has the power (judicial) to make decisions in courts of law,1,1,law
18,560,who has the power (judicial) to make decisions in courts of law,1,1,law
18,566,who has the power (judicial) to make decisions in courts of law,0,1,law
18,570,who has the power (judicial) to make decisions in courts of law,1,0,law
18,600,who has the power (judicial) to make decisions in courts of law,0,1,law
18,618,who has the power (judicial) to make decisions in courts of law,1,1,law
18,620,who has the power (judicial) to make decisions in courts of law,1,1,law
18,625,who has the power (judicial) to make decisions in courts of law,1,0,law
18,634,who has the power (judicial) to make decisions in courts of law,1,1,law
18,649,who has the power (judicial) to make decisions in courts of law,1,1,law
18,651,who has the power (judicial) to make decisions in courts of law,1,1,law
18,652,who has the power (judicial) to make decisions in courts of law,1,1,law
18,665,who has the power (judicial) to make decisions in courts of law,1,1,law
18,667,who has the power (judicial) to make decisions in courts of law,1,1,law
18,675,who has the power (judicial) to make decisions in courts of law,1,1,law
18,683,who has the power (judicial) to make decisions in courts of law,1,1,law
18,686,who has the power (judicial) to make decisions in courts of law,1,1,law
18,693,who has the power (judicial) to make decisions in courts of law,1,1,law
18,694,who has the power (judicial) to make decisions in courts of law,0,1,law
18,702,who has the power (judicial) to make decisions in courts of law,1,1,law
18,704,who has the power (judicial) to make decisions in courts of law,1,1,law
18,710,who has the power (judicial) to make decisions in courts of law,1,1,law
18,712,who has the power (judicial) to make decisions in courts of law,0,1,law
18,713,who has the power (judicial) to make decisions in courts of law,1,1,law
18,717,who has the power (judicial) to make decisions in courts of law,1,1,law
18,718,who has the power (judicial) to make decisions in courts of law,1,0,law
18,725,who has the power (judicial) to make decisions in courts of law,1,1,law
18,728,who has the power (judicial) to make decisions in courts of law,1,1,law
18,732,who has the power (judicial) to make decisions in courts of law,1,0,law
18,735,who has the power (judicial) to make decisions in courts of law,1,0,law
18,744,who has the power (judicial) to make decisions in courts of law,1,1,law
18,748,who has the power (judicial) to make decisions in courts of law,1,1,law
18,757,who has the power (judicial) to make decisions in courts of law,0,1,law
18,760,who has the power (judicial) to make decisions in courts of law,1,0,law
18,766,who has the power (judicial) to make decisions in courts of law,1,0,law
18,775,who has the power (judicial) to make decisions in courts of law,1,1,law
18,787,who has the power (judicial) to make decisions in courts of law,0,1,law
18,792,who has the power (judicial) to make decisions in courts of law,1,1,law
18,797,who has the power (judicial) to make decisions in courts of law,1,1,law
18,811,who has the power (judicial) to make decisions in courts of law,1,0,law
18,840,who has the power (judicial) to make decisions in courts of law,1,1,law
18,846,who has the power (judicial) to make decisions in courts of law,1,0,law
18,852,who has the power (judicial) to make decisions in courts of law,1,1,law
18,853,who has the power (judicial) to make decisions in courts of law,1,1,law
18,858,who has the power (judicial) to make decisions in courts of law,1,0,law
18,884,who has the power (judicial) to make decisions in courts of law,1,1,law
18,891,who has the power (judicial) to make decisions in courts of law,0,1,law
18,907,who has the power (judicial) to make decisions in courts of law,0,1,law
18,911,who has the power (judicial) to make decisions in courts of law,0,1,law
18,913,who has the power (judicial) to make decisions in courts of law,0,1,law
18,928,who has the power (judicial) to make decisions in courts of law,1,1,law
18,941,who has the power (judicial) to make decisions in courts of law,0,1,law
18,945,who has the power (judicial) to make decisions in courts of law,0,1,law
18,951,who has the power (judicial) to make decisions in courts of law,1,1,law
18,954,who has the power (judicial) to make decisions in courts of law,1,1,law
18,970,who has the power (judicial) to make decisions in courts of law,0,1,law
18,979,who has the power (judicial) to make decisions in courts of law,1,1,law
18,981,who has the power (judicial) to make decisions in courts of law,1,1,law
18,984,who has the power (judicial) to make decisions in courts of law,1,1,law
18,985,who has the power (judicial) to make decisions in courts of law,0,1,law
18,991,who has the power (judicial) to make decisions in courts of law,1,1,law
18,995,who has the power (judicial) to make decisions in courts of law,1,1,law
18,1005,who has the power (judicial) to make decisions in courts of law,1,1,law
18,7,the first political society started under british rule in india was,0,1,politics
18,21,the first political society started under british rule in india was,0,1,politics
18,27,the first political society started under british rule in india was,1,1,politics
18,44,the first political society started under british rule in india was,1,1,politics
18,72,the first political society started under british rule in india was,1,1,politics
18,116,the first political society started under british rule in india was,1,1,politics
18,143,the first political society started under british rule in india was,1,1,politics
